label	readable
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Féminin Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Féminin Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Féminin Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Féminin Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Féminin Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Féminin Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Féminin Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Féminin Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Féminin Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Féminin Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Féminin Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Féminin Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Féminin Participe Parfait Déponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Masculin Féminin Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Masculin Féminin Participe Parfait Déponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Masculin Participe Parfait Déponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Masculin Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Masculin Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Masculin Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Masculin Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Masculin Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Masculin Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Masculin Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Masculin Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Masculin Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Masculin Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Masculin Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Masculin Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Masculin Participe Parfait Déponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Masculin Neutre Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Masculin Neutre Participe Parfait Déponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Singulier Neutre Participe Parfait Déponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Singulier Neutre Participe Parfait Déponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Singulier Neutre Participe Parfait Déponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Génitif Singulier Neutre Participe Parfait Déponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Datif Singulier Neutre Participe Parfait Déponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Singulier Neutre Participe Parfait Déponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Locatif Singulier Neutre Participe Parfait Déponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Nominatif Pluriel Neutre Participe Parfait Déponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Vocatif Pluriel Neutre Participe Parfait Déponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Accusatif Pluriel Neutre Participe Parfait Déponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Génitif Pluriel Neutre Participe Parfait Déponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Datif Pluriel Neutre Participe Parfait Déponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Ablatif Pluriel Neutre Participe Parfait Déponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Dep	Locatif Pluriel Neutre Participe Parfait Déponent - VER
MORPH=empty	Empty - ADJadv.mul,ADVint,ADVint.neg,ADVneg,ADVrel,CONcoo,CONsub,INJ,PRE,VERaux
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Commun Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Commun Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Féminin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Féminin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Masculin Féminin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Masculin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Masculin Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Masculin Neutre Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Datif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Singulier Neutre Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Nominatif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Vocatif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Accusatif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Génitif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Datif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Ablatif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=SemDep	Locatif Pluriel Neutre Participe Parfait SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Commun Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Commun Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Commun Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Commun Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Commun Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Commun Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Commun Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Loc|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Pluriel Commun Participe Présent SemiDéponent - VER
Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Datif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Ablatif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Loc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Locatif Singulier Féminin Participe Présent SemiDéponent - VER
Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Nominatif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Voc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Vocatif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Accusatif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Gen|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Génitif Pluriel Féminin Participe Présent SemiDéponent - VER
Case=Dat|Numb=Plur|Gend=Fem|Mood=Par|Tense=Pres|Voice=SemDep	Datif Pluriel Féminin Participe Présent SemiDéponent - VER
